stdid,A_PLURAL,MORFOLOGIK_RULE_EN_GB,SENTENCE_FRAGMENT,UPPERCASE_SENTENCE_START,text,ENGLISH_WORD_REPEAT_BEGINNING_RULE,EN_COMPOUNDS,IN_PAST,I_LOWERCASE,HE_VERB_AGR,THERE_S_MANY,IT_IS,SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA,COMMA_PARENTHESIS_WHITESPACE,EN_A_VS_AN,SENTENCE_WHITESPACE,WONT,BEEN_PART_AGREEMENT,WOMAN_WOMEN,DOUBLE_PUNCTUATION,EN_CONTRACTION_SPELLING,MY_BE,ADVERB_WORD_ORDER,AM_I,ADMIT_ENJOY_VB,ADVISE_VBG,IN_A_X_MANNER,THE_SENT_END,CANT,ENGLISH_WORD_REPEAT_RULE,KIND_OF_A,MASTERS,TOO_DETERMINER,EN_QUOTES,EN_UNPAIRED_BRACKETS,EN_GB_SIMPLE_REPLACE,NEW_XX,PROGRESSIVE_VERBS,PRP_RB_NO_VB,ANY_BODY,MAY_BE,ACCORDING_TO_ME,AFFORD_VBG,MISSING_HYPHEN,TO_TOO,DT_PRP,EVERYDAY_EVERY_DAY,MISSING_COMMA_AFTER_INTRODUCTORY_PHRASE,PEOPLE_VBZ,LOOSE_LOSE,EVERY_EACH_SINGULAR,RATHER_THEN,COMPARISONS_THEN,SO_AS_TO,TRY_AND,NON3PRS_VERB,THE_SUPERLATIVE,POSSESSIVE_APOSTROPHE,IT_VBZ,WHERE_AS,WHITESPACE_RULE,AFFECT_EFFECT,I_MOVING,THEIR_IS,SOME_OF_THE,A_UNCOUNTABLE,COMP_THAN,DID_BASEFORM,LITTLE_BIT,CD_NN,HAVE_PART_AGREEMENT,APOSTROPHE_PLURAL,scount,wcount
IMT2016008,0.0,14.0,2.0,0.0,"My name is Satvik. I am 18 years old born in 1998 , Bangalore, India. I am
currently doing iMTech program at IIIT Bangalore. My main interests are
programming and mind puzzles like rubix cube. I am quite a passionate
coder. I enjoy roller scating and swimming. My favorite TV shows are game of
thrones, person of interest, blacklist and da vinci demons. I am a pretty nice
guy, quite helpful. Everyone ﬁnds me friendly. Sometimes I can be quite
cranky too. I don't game much, however i really enjoy mini militia. I believe
my skill sets are complimentary and useful. One of my major strengths is to
accurately predict a person's potential. Therefore I will be an excellent team
player and coordinator. You will ﬁnd that I am a loyal employee. Though I am
in the technical ﬁeld, I do have some experience and knowledge in business. I
believe that you will ﬁnd me to be the whole package. My mother inspired me

Her approach was always better than anyone else's regarding any matter.
May it be academics, relationships or cooking. She always encouraged me to
think out of the box and not stay within the lines. Because of her effort i was
always ahead of my peer group. This instilled interest in me. And after
interest I got inspiration. Moreover she gave me a good outlook of life and
how to live it. I really hope to be like my mother one day. Yes and No

I believe true success is achieved when one is satisﬁed, content and happy.

I consider my self successful in some areas like career, professional life etc.
However I am yet to be successful in areas like social life. But I am not so
worried because I feel I am becoming more and more successful day by day.
There are a lot more areas in life I am yet to explore and ﬁnd happiness in.
Therefore in conclusion I think I am quite far from success but I will get there
eventually. Yes

My ﬁrst love

I regret falling in love. It destroyed me for quite sometime as it worked out
very horribly. I have not yet completely recovered from it. But its probably for
the best. It thought me many important things. Now I am much more careful
and smart. its probably because of that I started working very hard and I am
who I am today. Maybe its all for the best. Still its one decision I regret in life.
The biggest challenge so far has been ﬁtting in. When I was young I had
absolutely no problem regarding this matter. I could easily make friends with",0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,500
IMT2016012,0.0,29.0,1.0,1.0,"Hel|o,l am Mohana Datta and i am from Hyderabad.l am a great fan of Hans
Zlmmer and i really love his music.| love to watch movies which come under
rom-com genre.| love reading nove|s,my favourite novels include Harry Potter
series by j.k rowling, Not a penny more not a penny less by jefrey archer,And
then there were none by Agatha christie.| love Claude Monet's paintings. and
i like to watch Basketball. 1.F|rst thing i would let my team know is that
results dont come overnight and we really need to work persistently to
achieve them.

2.|ts ok to fail but its not ok not to learn.

3.There is no shortcut to success and one has to pass through every obstacle
he faces to achieve it.

4.lf we were in a competition,i would tell my team that our success might not
really be in our hands but what we can do is to give our best shot for it.

. First beneﬁt we would get by doing some job is expen'ence.Expen'ence is the
one which sets us apart from others.|t helps us know how the industry really
works what kind of obstacles we face and how we can prepare to ﬁght back
those obstacles.

Second beneﬁt is that the job provides us an oppurtunity to develop our
ski|ls.Without skills we cannot achieve what we wanted to.

By doing a job we get to interact with different kinds of people,and we can
know different kind of perspectives on a topic which helps us in
understanding how others think. I used to cheat in exams when i was in high
school.Though i used to get good marks i never had a feeling of
satisfaction.Then i understood that its because of gui|t.worst thing a person
would suffer is by gui|t.Then i realised that if i copy it may give me beneﬁt for
short periods like getting a good grade but in long term it affects us really
bad.

After realising this i started not to copy,it was difﬁcult in the ﬁrst unable to
get good marks,a|ways ﬁnding reasons to copy again,but i kept on with my
motive not to copy and from that time i never tried to copy. When i was in my
high school,and when i had to prepare for my engineering entrance exams",0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,414
IMT2016018,0.0,10.0,2.0,0.0,"I am puneeth. I study here at |||tb.| am from NELLORE a city int the state of
ANDHRAPRADESH.My course here in |||Tb is CSE which is of 5 years.The
course is called iMtech.my father and mother ,both work as government
employee in LIC OF INDIA. I am writing this test to improve my grammar skills
and vocabulary. I am actually more interested in salary than job.but that
doesn't mean that I am not interested in my job. My ﬁrst preference goes to
salary and then job.genera|ly good salary means a good job in a big company
but the burden is more.| like to work in big companies even when there are
loads of work.job satisfaction is obtained when every aspect of work we do
satisﬁes us which is impossib|e.so,it is salary that matters more for me. I
have a very big problem in my English assignment.The group that has been
assigned with me are non—cooperative.they do not discuss with us and the
group leader and one more person take their own decisions.The group leader
doesn't even check our notes and tells directly to give presentation.we once
were told to stop our speech in front of the whole class.| till now couldn't
overcome that situation.| will try to overcome it by expressing my views to
them. I failed to study forJEE advanced exam by not preparing properly in
the crucial last month.I was distracted by my friends and as there was no one
there to guide me I couldn't write the exam we||.|n the last 5 days I thought
the preparation I made was enough,which was the wrong decision I made . lfl
had reviewed anything I could have gained some more marks.Even though
my parents warned it was my carelessness that brought me into this position.
Sometimes I regret the feeling of not expressing my views to anyone.| don't
like to hurt the feelings of someone and take on the guilt of them.| want to
tell them on their face but couldn't do it.| regret that feeling so much.That
kind of decisions I make every time in those type of situations , I regret them
a lot.| tried to change myself but couldn't .Those are the decisions I regret the
most. When I was small I used to consider the myself most unluckiest
person.But later on I realized that there is nothing called luck but, it is the
state of mind in which we see‘ If we think positively everything seems to be
lucky but ,in the wrong way every thing is unlucky.I try to think positively and
think every thing is lucky",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,453
IMT2016023,0.0,25.0,0.0,8.0,"I am tanmay jain. I am from bhilai, chhattisgarh. i completed my schooling
from Delhi Public School, Bhilai. I like to play badminton and i also like
swimming. I also have a keen interest in Ieaming programming languages. I
have also developed a water level sensor system for my society in bhilai
which involved software programming and hardware assembling.

I also like to interact with people and make new friends. I have absolutely no
problem working under a person younger than me till i know that i can gain
even a small bit of knowledge from him/her. the only criteria i want is that
he/she should have deeper and more knowledge than me so that i can Ieam
new stuff and gather better experience from his/her work. Apart from my
studies, i want to visit new places in the world. I also have a diehard feeling
to go on a roadtrip in spain just like the movie zindigi na milegi dubaara.

I also wish to develop games and other software in computer science. Apart
from these i also want to continue with building various others stuffs like the
water level sensor i discussed about in my intro. thses electronic stuff
fascinate me a|ot!!. hardwork means we put in all our efforts to every thing
that we need to do without prioritizing them while smart work means
prioritizing our work on the basis of what we are actually doing into various
subparts and then deciding how much time and effort do we need to put in
each of these subparts.

But this does not mean we forget hardwork while focusing on smart work.
hardwork is required but in a smarter way.... this is the key idea of smart
work. when i got to know people around me here at iiitb, i met a lot of people
and one of them used to sit quietly in one comer without interacting with
anyone. he was always studying and i thought of him as a bookworm who
does not know how to enjoy. but at the freshers party, he was the one who
enjoyed the most. he danced with everyone, talked to me and my friends as
well. next evening he also came down to play badinton and he was very good
at it. so this made me realise how wrong i was to judge him without knowing
him. depending on what problems i have, i will seek for the proper personnel
and then discuss the problem with them. depending on how severe the
problem is, i will take necessary steps like if it is a minor problem i will
probably drop a mail and if it is a seriousissue, i will go and talk to them
personally",3.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,491
IMT2016025,0.0,19.0,1.0,0.0,"Hello Sir/Madam.

I am Akshi, currently studying Computer Science in IIIT-Bangalore. I was born
and brought up in the holy city of Haridwar. I want to become a professor and
would love to be involved in cutting—edge research in future. I have multiple
hobbies. For instance, I am very passionate about reading books. I have read
numerous ﬁction and non-ﬁction books. I am specially inﬂuenced by
Mahadevi Verrna's works. I also love playing Table-Tennis and guitar. If I could
relive the last 10 years of my life, I would not hesitate in asking more and
more questions. I cherish all the memories that past 10 years have given me.
So, I would not change much. But I would certainly give more time to my
family and would love to learn a new language or more!. Ifl have problems
at my workplace, I would not make haste in complaining. Instead, I would
calmly analyze the problem ﬁrst. I would try to look at it from different
perspectives and would try to ﬁnd a solution that considers everyone's needs.
I'll first talk to the col|eague(s) with whom I have problems with. I'll approach
the higher authorities only when this approach doesn't work. I would also take
advice of my parents as they are much more experienced than me. Once I
lost my temper in the heat of the moment. I talked harshly to my friend about
her incorrigible habit of cheating in exams . At that time, I said it thinking that
it was for her beneﬁt only. She got hurt. However, after contemplating for
several hours, I apologized to her and explained to her calmly that she should
not cheat in exams. I also helped her prepare for the upcoming exams. She
passed with ﬂying colours without cheating. I am a very curious person by
nature. I am always eager to Ieam new things. This question has brought up
myriad of new skills which I would love to Ieam. However, given an
opportunity, the ﬁrst skill that I would love to Ieam is the skill to analyze
languages which forms a major part of computational linguistics. Also, I am
very eager to know about the latest technologies in the ﬁeld of computational
linguistics.

Given an opportunity, I would also love to Ieam hip-hop dance!. While making
decisions, I weigh both logic and intuition and decide accordingly. However,
there have been many instances where I trusted my instincts even when the
logic said otherwise and didn't regret it. Hence it can be said that I take risks
based on intuition but avoid taking irrational decisions",5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,492
IMT2016032,0.0,13.0,0.0,1.0,"This is Adityajain. I am from Delhi. I am a total introvert and don't talk much.
I like watching every sport though I particularly love cricket and soccer. I love
discussing sports as well with anyone. That's it. I can't tell more about myself.
If my idea and execution both are perfectly sound then the client would be
automatically impressed. But ifl have come up with a new idea, I would
explain the idea and its long lasting beneﬁts to my clients. I think my ideas
and commitment would be good enough to convince any client. I am a totally
disorganised person the result of which I, at times, fail to live up to my
abilities and expectations. I don't organise things very well. Though, in some
cases, I am pretty good at organising like thinking of what to do with a
particular thing or person but for that, a lot of time has to be spent. The
feeling would be a challenging one as I would think lowly of myselfjust
because of someone else's sheer brillance. But if the person is good enough
and knowledgable and of course not egoistic, then I can rather Ieam a lot
from him/her. The preparation of competetive exams after class 12 for
engineering entrance is the most obvious time of heavy workload. I could not

handle the time as well as my abilites were due to the habit of procastinating.

Again, in the second time, I sufered a similar fate. I have complete faith on
my abilites but can't trust my exeution and this is what exactly happened. I
only regret my decision of having a bad company during the (second) most
crucial phase of my life - the competitive exams preparation and also always
looking for some external motivation when none was required. I actually
developed a habit of procrastination which I would regret my entire life. My
performing at less than 10 percent of my actual capabilites is the just
consequence of that",4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,370
IMT2016037,0.0,26.0,0.0,2.0,"i am siddarth reddy,a computer science student studying in iiit banga|ore.i
am from hyderabad,came to bangalore strictly for pursuing my
undergraduation.my father's name is balaram reddy,he is an executive
engineeir in amndhrapradesh state government,my mother's name is
|akshmi,she is a home maker.i am very interested in computre. i am mostly
satisﬁed by the work i do,so i do my work with a passion which results in
immense satisfaction to my inner self,so the job i do gives me the utmost
pleasure in working,deve|oping a loving attitude towards it ,so job matters to
me rather than the amount which i get paid for it.hence to me job satisfaction
has more priority than salary. The most difﬁcult situation in my life till date is
preparing forjee,at the beginning ,i was unable to cope up with it,but soon
by longer hours of study,dedication,transformed attitude,hard work and
development of passion towards subject,deve|oping concentration and
immense support from my parents,especia||y my father who was with me in
ally strugg|es,u|timate|y the spiritual power made me stand in the race. the
only thing i regret is that,i would have prepared forjee with little more effort,
concentration,decrease in my distraction,utilizing time efﬁciently with little
more handwork,i would have fulﬁlled my fathers wish ,pursuing my under
graduation at prestigious lit. i cant have perception to be creative,but some
of my thoughts seems to be creative.one such example is the attitude i have
towards others,every work others do either positive or negative,i hope there
is some reason behind it,taking it in a creative way,may be it doesn't look
creative,creativity is deﬁned to me like this. my outside interests are sharing
my thoughts with my father,trave|ing with my fami|y,spending time lonely in
p[p|easant atmosphere,i utmost like long journeys with my family and also
interested in active sports and want to spend my leisure time with my
parents ,any likes playing with my brother,ﬁna|ly,i like running very much",0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,393
IMT2016060,0.0,9.0,0.0,2.0,"My name is Y D Yasasvi and I live in vijaywada,Andhra Pradesh

I am 17 years old born on 5th october 1998.

Completed my S.S.C in Andhra Pradesh scoring 9.5 GPA.

And then I did my intermediate in Narayana college and scored 98 percent in
board examinations.

Presently studying in IIITB in Bangalore. My interests are generally watching
animated movies and playing indoor games especially chess and carroms.

Even I play badminton regularly.

And much more interested in coding.

I have habit of visiting botanical gardens.

. Few days back I had learned some new tricks in coding taught by our

seniors.

I actually learn skills every time when I lost something which I aim it and that
would be like something very new,| mean if it was very close to methen I
adopt it i.e usually getting to it. I usually create lot of things at home.

I created something like oven,a box kind of thing.when you put something in
that it and keeping the entire thing in the sunlight it gets heated in few
minutes. It is useful when you want something like pizza,hotdog... heated.

and then created some cutting thing. Actually my carrer was full learning
something new...

My best carrer part is when I am studying 5th class to 7th class. In that days",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,243
IMT2016088,0.0,22.0,0.0,0.0,"This is Neha Krishna Dasari , a student of iMTech 2016 batch. I hail from the
mirchi city— Guntur, Andhra Pradesh. I am a voracious reader of novels -ﬁction
and non-ﬁction and am greatly inﬂuenced by women centric novels of
contemporary themes. Sudha Murthy is my favourite author and I enjoy
poetry a lot. 'Fnk|e laid the foundation of this reading interest in me and I feel
proud to say that I read it till date.

My ambition used to be to become an astronaut and conquer the realm of
outer space. It started in my 4th standard when I ﬁrst read the biography of
Kalpana Chawla and she has been my inspiration ever. That according to me,
is a relative question and it depends on the other person. I would like to be
respected by people whom I don't have much acquiantence with . Generally
my behavior changes when I am with one person to the other. That is
because we need to be clearly distinct about what impression of us we wanna
be portrayed. So, I would rather be respected by stranger sorta people and
liked by people whom I am close with , since , it is with them only that we are
our true selves.

In a profession I would like to be respected whereas in relationships I believe
respect comes complementary to being liked.

.Wel|, further studies are important. They deﬁne us actually. We are always
students and I suppose that i cannot just manage on with a single degree.
There is this dearth of knowledge and also further studies take us one step
closer to our dreams because it is always good to be more informed. I would
suggest anyone to go for further studies,get deeper in the topic/leam new
things.

Sometimes further studies might help us lift the boundaries we imposed
ourselves on u. The new skill/s that I would like to acquire is/are —

1.| wanna learn a new sport , like , table tennis which i always thought is a
great game not only to improve you physically but also, I think when you hit
that ball, you have to be extremely careful about hitting it with the right
force. Even if we apply a little mmore force, it will go out. So, it imposes a
constraint. We will have a very good co—ordination of mind and hand which is
very essential in today's world. One needs to stop the gush of emotions and",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,449
IMT2016092,0.0,25.0,0.0,1.0,"I am yashaswi. I am doing my imtech at iiitb. I like reading books, watching
movies and i am very intrested in knowing about the history. I like playing
basketball. I am intrested in mathematics and i do it well. I always control my
emotions in any case , either happy or sad. I love traveling. Trips with friends
are really awesome. I have an elder sister, who is persuing her MS in
housten, US. i like ﬁghting with her. I am satisﬁed. When we visit a place, i
pay much attention to know the history and speciality of that place. I watch
news. I am intrested in robotics. I even watch the updates of politics because
they inﬂuence us in our future. I watch sports and movies. Music is the best
relaxation. When ever i ﬁnd free time, I listen to music. It makes me forget all
my worries. I like interacting with my surroundings ,rather than being a frog
in the well. I would ﬁrst enjoy my life rather than putting all my time for
studies. I want to spend my time on sports. I would take batminton coaching.
I would learn dance, both western and traditional. I had hurt my parents
many times. so, i would rectify all my mistakes. Take good decisions. I would
put good effort in things what I am doing. Help my parents in many things
rather than escaping from work. We usually have conﬁdence when we are
good at a thing and we know that we are going to perform it better.
Conﬁdence usually helps us in development. It gives us more energy to do
the particular task. Where as over conﬁdence is the feeling that only I am
good at this and no one can overcome me. It may result in failure. Some
people though they are over conﬁdent they can succeed with their talent. But
if we have conﬁdence on us rather than over conﬁdence, it results us in good
results and success in life. I have made many mistakes but rectiﬁed then and
took care that i don't repeat them. And when I see any person facing same
problem I helped them in getting out of that problem. Hiring a person doesn't
depend on the origin of the person where he is from. They usually see the
talent and capability of the person thet he can do that work or not. Whether
he can do justice to the work he was given or not. So where ever the person
may be from , talent and intelligence matters not his origin",11.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,482
IMT2016103,0.0,28.0,0.0,7.0,"eeeh iam siddharth presently in my ist year of imtech at iiitb i think thats
obvious .iam in ece branch. iam 18 years o|d.presently know very less about
programmming but curious to know more.i still dont know whether to be a
programmer or something that is related to my branch.since this is integrated
pragramme i dont have many choices as a normal btech student will
have.time up. ﬁrst of all i think that your companys requirement has well
suited me.i think iam capable to this job .since there are no things that i have
done so that you should not hire i think you can hire. many people treat that
both life and work are two different boats and they try to ride the two boats
at the same time which is practically not much possible. to me work is also a
part of the life. and i want to live my life to the fullest so since my work is
also a part of my life i will just enjoy it to the fullest .so whether its a

party or work i want it to be 100 percent successfu|l.so do i need balance
anything. until now if there is a decision that has needed the highest thinking
that would be about which college to join after high schoo|.after i have
completed alll the entrance exams my results were not so well .so i had to
select the best college that would i get to my rank. iam glad that i selectd
iiitb among all other colleges

. I know that most of the clients are very hard to convince since they have
excuse for every thing we bring. but iam conﬁdent enough to make them
convince

i just prepare myself for every excuse they make and also be ready for those
which they iam not prepared .iam always ready for surprices and i will try to
make them fall for their own excuse .and make sure that they cant get from it
. i am also conﬁdent that with some experiance i

. i think joining my college is the best decision made so far but i think it may
be changed once after i join your company",0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,377
IMT2016107,0.0,7.0,0.0,2.0,"I am shubham jain, I am a student of IIIT Bangalore I Mtec. program in ﬁrst
year . I love football and pc games. I want to be a good coder and a get job in
a good company. I like music. I am a bit lazy (a lot). I don't keep my room
clean and my room partner is not happy with that. I am kind of a shy person
and don't like to talk to every one very much which often make
misunderstandings among people, which i suffer afterward. I dont like people
to disturb me during work. Most probably i would love to learn coding then i
would learn some football skills. I most probably am not able to balance life
and work but i usely make a time table to create a temp. balance. I don't
regret any big decision in my life that i have taken, but there are small
decision which i take in daily life and regret about it for some time. I want to
be a good programmer and also i want to be best ﬁfa player",6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,204
IMT2016112,0.0,11.0,0.0,1.0,"I am Kotha Tejas. I am studying in iMTech First Year in IIITB. I am a joyful ki9nd
of person and you can't seeml am fond of reading novels, watching anime
and all sorts of Television shows. Basically, I love to interact with people of all
kinds and know about their cultures, traditions, hobbies, their views on recent
issues and all such stuff. I am less of a talkative type and more of a listening
type. So anyone can share anything with me but I am not at all good at
keeping secrets. So, be aware. I try to analyze his point of view and check if
he/ she is correct. If I feel that the boss is acting without any legitimate
reason I will try to pursue him to look at the aftermath or suggest alternatives
which would be good for the ﬁrm in a polite manner so that they get to know
my perspective and could think about it or else help him to improvise his
decision. Even after this if I feel the same way, then I would contact the
higher ofﬁcials. Well, most people often criticize me that I go overboard if I
feel something is wrong. Also I am not good at keeping secrets and might
sometimes comment without thinking. but they fail to understand that I do so
because it comes straight from my heart and never hide anything. They often
tell me to have some faith and self conﬁdence as I have a lot of stage fear
and that I am afraid of responsibilities but with the same hardwork and
command can be a good leader. Well, I actually handle change in a positive
manner. I look out for the positives behind it and try to get adapted. The most
important thing is to discuss and hangout with friends as they have the best
solution for the problems as they have the idea about our true nature, work
etc. than anyone else. If there any negative impacts of change then it takes
time for me to get adapted but such a situation never occurred to me sol
guess I can't comment much. Well to motivate others we can always tell
them the stories of great achievements by many great people, also the
individual achievements by the group members helps to boost up their own
faith. Well, I would be the one leading them so I will stand as a support pillar
for the team members so that they can believe that I am standing there to
support them. I can boost their conﬁdence by talking some stuff like a real
friend to clear their mind and pursue them to see it as an opportunity to got o
the next level. I am fond of abstract Photography and am visiting places and
click some really good pictures. I am an artist and have won silver and bronze
medals in many drawing competitions conducted by Schoolsindia Foundation.
I love to edit music using some computer software and have been an active
contributor in many short ﬁlms and advertisement in my school. I am also
good at making all kinds of Presentations for projects including fact based
and philosophy etc",4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,573
